name,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
GaI3,47.5,4.75,16.0,112.605,2.4475,2.369325,9.33827025,19.4772625,1.9525,1.3275,365.86615,968.7,0.25375,47.33,5.181,7.2175,79.69,0.1048675
GaN,19.0,3.0,14.0,41.865,2.425,0.115,10.2667005,25.058225,1.71,0.97,183.0323,1289.7525,0.7065,27.577,3.5775,2.975,129.4264,0.2031299
GaP,23.0,3.5,14.0,50.345,2.0,0.52325,8.2429955,20.142325,1.835,1.16,310.1073,1527.9,0.571,24.927,3.8635,3.115,134.23,0.204175
GaSb,41.0,4.5,14.0,95.76,1.93,0.685,7.3038455,18.572575,1.965,1.315,603.3463,2181.15,0.29,25.63,6.3005,12.645,162.015,0.3245
HgBr2,50.0,4.66666666667,15.3333333333,120.133333333,2.60666666667,2.24333333333,11.3550333333,20.6462666667,1.97666666667,1.22,255.407,431.223,0.362666666667,59.7876666667,6.59133333333,4.63,29.5833333333,0.0286133333333
HgCl2,38.0,4.0,15.3333333333,90.5,2.74,2.41133333333,12.1242533333,22.128,1.91,1.10666666667,192.540333333,369.329666667,0.366,31.9603333333,6.654,2.89666666667,26.5666666667,0.0278593333333
HgF2,32.6666666667,3.33333333333,15.3333333333,79.5333333333,3.28666666667,2.266,15.0943666667,29.5661333333,1.72333333333,0.84,113.760333333,266.616333333,0.596,30.197,5.642,0.936666666667,21.9465333333,0.027986
HgI2,62.0,5.33333333333,15.3333333333,151.466666667,2.40666666667,2.0394,10.4466733333,19.0064666667,2.06333333333,1.34666666667,336.007,514.956333333,0.189333333333,45.6143333333,7.80466666667,5.93666666667,33.7,0.0307933333333
HgO,44.0,4.0,14.0,108.3,2.67,0.73056075,12.027775,26.93895,1.875,0.98,144.3405,359.9785,0.529,28.6805,7.4815,1.256,31.35545,0.0418337
HgS,48.0,4.5,14.0,116.335,2.24,1.03856,10.398755,21.04734,2.015,1.18,311.3405,673.7645,0.424,25.3415,7.747,2.01,34.65,0.043045
HgSe,57.0,5.0,14.0,139.78,2.225,1.01,10.094945,19.9734,2.065,1.25,364.1355,793.9595,0.2305,26.673,9.1765,3.845,42.81,0.0519
HgTe,66.0,5.5,14.0,164.1,2.0,0.9854,9.72355,18.6784,2.145,1.345,478.4905,945.4595,0.171,26.8565,9.887,9.895,54.965,0.05345
In2O3,24.4,3.2,14.8,55.52,2.776,0.9966729,10.485374,28.62078,1.684,0.952,204.516,974.1728,0.644,28.3228,3.7814,1.4372,92.58654,0.32656044
In2S3,29.2,3.8,14.8,65.162,2.26,1.366272,8.53055,21.550848,1.852,1.192,404.916,1350.716,0.518,24.316,4.1,2.342,96.54,0.328014
In2Se3,40.0,4.4,14.8,93.296,2.242,1.332,8.165978,20.26212,1.912,1.276,468.27,1494.95,0.2858,25.9138,5.8154,4.544,106.332,0.33864
In2Te3,50.8,5.0,14.8,122.48,1.972,1.30248,7.720304,18.70812,2.008,1.39,605.496,1676.75,0.2144,26.134,6.668,11.804,120.918,0.3405
InAs,41.0,4.5,14.0,94.86,1.98,0.555,7.78748,18.72975,1.89,1.31,759.95,1594.65,0.281,25.69,6.5185,15.48,129.375,0.659
InBr3,38.5,4.25,16.0,88.625,2.665,2.59875,10.30694,20.910825,1.87,1.2325,306.9,824.0,0.41375,63.4525,4.1675,5.165,67.63125,0.204915
InCl3,25.0,3.5,16.0,55.2875,2.815,2.78775,11.1723125,22.577775,1.795,1.105,236.175,754.37,0.4175,32.14675,4.238,3.215,64.2375,0.20406675
InF3,19.0,2.75,16.0,42.95,3.43,2.62425,14.51369,30.945675,1.585,0.805,147.5475,638.8175,0.67625,30.163,3.0995,1.01,59.03985,0.20420925
InI3,52.0,5.0,16.0,123.875,2.44,2.369325,9.285035,19.06605,1.9675,1.375,397.575,918.2,0.21875,47.5075,5.5325,6.635,72.2625,0.2073675
InN,28.0,3.5,14.0,64.405,2.41,0.115,10.16023,24.2358,1.74,1.065,246.45,1188.7525,0.6365,27.932,4.2805,1.81,114.5714,0.4081299
InP,32.0,4.0,14.0,72.885,1.985,0.52325,8.136525,19.3199,1.865,1.255,373.525,1426.9,0.501,25.282,4.5665,1.95,119.375,0.409175
InSb,50.0,5.0,14.0,118.3,1.915,0.685,7.197375,17.75015,1.995,1.41,666.764,2080.15,0.22,25.985,7.0035,11.48,147.16,0.5295
K3As,22.5,4.0,4.5,48.055,1.16,0.5786025,5.702647475,28.3698,2.525,1.8,525.025,996.4,0.65,28.36,2.07375,8.6725,65.775,0.8935
K3N,16.0,3.5,4.5,32.8275,1.375,0.3586025,6.889022475,31.122825,2.45,1.6775,268.275,793.45125,0.82775,29.481,0.95475,1.8375,58.3732,0.76806495
K3P,18.0,3.75,4.5,37.0675,1.1625,0.5627275,5.877169975,28.664875,2.5125,1.7725,331.8125,912.525,0.76,28.156,1.09775,1.9075,60.775,0.7685875
K3Sb,27.0,4.25,4.5,59.775,1.1275,0.6436025,5.407594975,27.88,2.5775,1.85,478.432,1239.15,0.6195,28.5075,2.31625,6.6725,74.6675,0.82875
KBaP,30.0,4.33333333333,6.0,69.1233333333,1.3,0.41599,6.67967243333,20.4677766667,2.41,1.71666666667,551.366666667,1234.65,0.576666666667,27.1646666667,2.063,3.65666666667,76.5,0.40345
KBr,27.0,4.0,9.0,59.5,1.89,1.933235,8.07723165,26.6105,2.3,1.585,301.3,682.05,0.6155,52.645,1.988,4.065,45.8125,0.51261
KCaBr3,28.8,4.0,10.8,63.776,2.14,2.119294,9.17904466,21.654944,2.122,1.45,449.93,757.03,0.5652,56.5198,2.3532,5.654,55.149,0.607532
KCaCl3,18.0,3.4,10.8,37.106,2.26,2.270494,9.87134266,22.988504,2.062,1.348,393.35,701.326,0.5682,31.4752,2.4096,4.094,52.434,0.6068534
KCaF3,13.2,2.8,10.8,27.236,2.752,2.139694,12.54444466,29.682824,1.894,1.108,322.448,608.884,0.7752,29.8882,1.4988,2.33,48.27588,0.6069674
KCdAs,33.3333333333,4.33333333333,9.33333333333,75.4733333333,1.56333333333,0.437156666667,7.70769443333,22.3758366667,2.26,1.53333333333,673.673,987.15,0.439,26.7533333333,5.07766666667,12.11,69.7233333333,0.831333333333
KCdCl3,23.6,3.6,12.8,51.57,2.398,2.270494,10.44747466,23.995822,2.036,1.28,289.1638,557.926,0.485,31.4934,3.8296,3.646,41.474,0.3984534
KCdF3,18.8,3.0,12.8,41.7,2.89,2.139694,13.12057666,30.690142,1.868,1.04,218.2618,465.484,0.692,29.9064,2.9188,1.882,37.31588,0.3985674
KCdSb,39.3333333333,4.66666666667,9.33333333333,91.1,1.52,0.523823333333,7.3142911,21.72277,2.33,1.6,611.549,1310.81666667,0.398333333333,26.95,5.401,9.44333333333,81.58,0.745
KCl,18.0,3.5,9.0,37.275,1.99,2.059235,8.65414665,27.7218,2.25,1.5,254.15,635.63,0.618,31.7745,2.035,2.765,43.55,0.5120445
KF,14.0,3.0,9.0,29.05,2.4,1.950235,10.88173165,33.3004,2.11,1.3,195.065,558.595,0.7905,30.452,1.276,1.295,40.0849,0.5121395
KHgAs,44.0,4.66666666667,9.33333333333,104.873333333,1.63333333333,0.437156666667,8.1889211,22.992,2.27666666667,1.50666666667,553.707,850.356333333,0.408666666667,27.4076666667,6.70566666667,10.7733333333,56.2,0.536466666667
KHgF3,25.2,3.2,12.8,59.34,2.932,2.139694,13.40931266,31.05984,1.878,1.024,146.2822,383.4078,0.6738,30.299,3.8956,1.08,29.20188,0.2216474
KHgSb,50.0,5.0,9.33333333333,120.5,1.59,0.523823333333,7.79551776667,22.3389333333,2.34666666667,1.57333333333,491.583,1174.023,0.368,27.6043333333,7.029,8.10666666667,68.0566666667,0.450133333333
KI,36.0,4.5,9.0,83.0,1.74,1.780285,7.39596165,25.38065,2.365,1.68,361.75,744.85,0.4855,42.015,2.898,5.045,48.9,0.514245
KMgAs,21.3333333333,3.66666666667,6.0,46.11,1.43666666667,0.437156666667,7.25849943333,21.75149,2.11,1.53333333333,783.316666667,1094.81666667,0.703,26.3696666667,2.77366666667,12.91,78.9666666667,1.02866666667
KMgCl3,16.4,3.2,10.8,33.952,2.322,2.270494,10.17795766,23.621214,1.946,1.28,354.95,622.526,0.6434,31.2632,2.4472,4.126,47.02,0.5168534
KMgF3,11.6,2.6,10.8,24.082,2.814,2.139694,12.85105966,30.315534,1.778,1.04,284.048,530.084,0.8504,29.6762,1.5364,2.362,42.86188,0.5169674
KMgP,15.3333333333,3.33333333333,6.0,31.46,1.44,0.41599,7.4911961,22.1449233333,2.09333333333,1.49666666667,525.7,982.983333333,0.849666666667,26.0976666667,1.47233333333,3.89,72.3,0.862116666667
KMgSb,27.3333333333,4.0,6.0,61.7366666667,1.39333333333,0.523823333333,6.8650961,21.0984233333,2.18,1.6,721.192666667,1418.48333333,0.662333333333,26.5663333333,3.097,10.2433333333,90.8233333333,0.942333333333
KZnAs,27.3333333333,4.0,9.33333333333,59.8033333333,1.55,0.437156666667,7.8411541,22.7278633333,2.20333333333,1.46666666667,706.492333333,1033.81666667,0.491333333333,26.5433333333,4.57433333333,12.46,74.8666666667,0.895333333333
KZnF3,15.2,2.8,12.8,32.298,2.882,2.139694,13.20065246,30.901358,1.834,1.0,237.9534,493.484,0.7234,29.7804,2.6168,2.092,40.40188,0.4369674
KZnP,21.3333333333,3.66666666667,9.33333333333,45.1533333333,1.55333333333,0.41599,8.07385076667,23.1212966667,2.18666666667,1.43,448.875666667,921.983333333,0.638,26.2713333333,3.273,3.44,68.2,0.728783333333
KZnSb,33.3333333333,4.33333333333,9.33333333333,75.43,1.50666666667,0.523823333333,7.44775076667,22.0747966667,2.27333333333,1.53333333333,644.368333333,1357.48333333,0.450666666667,26.74,4.89766666667,9.79333333333,86.7233333333,0.809
La2O3,27.6,3.6,10.8,65.16,2.504,1.0766729,10.40159,25.49626,1.884,1.16,509.876,1548.9728,0.6288,28.4708,3.3158,2.6132,161.87454,0.05416044
La2S3,32.4,4.2,10.8,74.802,1.988,1.446272,8.446766,18.426328,2.052,1.4,710.276,1925.516,0.5028,24.464,3.6344,3.518,165.828,0.055614
La2Se3,43.2,4.8,10.8,102.936,1.97,1.412,8.082194,17.1376,2.112,1.484,773.63,2069.75,0.2706,26.0618,5.3498,5.72,175.62,0.06624
La2Te3,54.0,5.4,10.8,132.12,1.7,1.38248,7.63652,15.5836,2.208,1.598,910.856,2251.55,0.1992,26.282,6.2024,12.98,190.206,0.0681
LaAs,45.0,5.0,9.0,106.91,1.64,0.655,7.68275,14.8241,2.14,1.57,1141.65,2313.15,0.262,25.875,5.9365,16.95,215.985,0.3185
LaBr3,40.5,4.5,13.5,94.65,2.495,2.64875,10.254575,18.958,1.995,1.3625,497.75,1183.25,0.40425,63.545,3.8765,5.9,110.93625,0.034665
LaCl3,27.0,3.75,13.5,61.3125,2.645,2.83775,11.1199475,20.62495,1.92,1.235,427.025,1113.62,0.408,32.23925,3.947,3.95,107.5425,0.03381675
LaF3,21.0,3.0,13.5,48.975,3.26,2.67425,14.461325,28.99285,1.71,0.935,338.3975,998.0675,0.66675,30.2555,2.8085,1.745,102.34485,0.03395925
LaI3,54.0,5.25,13.5,129.9,2.27,2.419325,9.23267,17.113225,2.0925,1.505,588.425,1277.45,0.20925,47.6,5.2415,7.37,115.5675,0.0371175
LaN,32.0,4.0,9.0,76.455,2.07,0.215,10.0555,20.33015,1.99,1.325,628.15,1907.2525,0.6175,28.117,3.6985,3.28,201.1814,0.0676299
LaP,36.0,4.5,9.0,84.935,1.645,0.62325,8.031795,15.41425,2.115,1.515,755.225,2145.4,0.482,25.467,3.9845,3.42,205.985,0.068675
LaSb,54.0,5.5,9.0,130.35,1.575,0.785,7.092645,13.8445,2.245,1.67,1048.464,2798.65,0.201,26.17,6.4215,12.95,233.77,0.189
Li3As,10.5,2.5,4.5,23.93575,1.28,0.666,6.49093925,61.3773,1.8275,1.275,612.775,1433.65,2.76875,24.805,1.833,9.175,118.425,0.76075
Li3N,4.0,2.0,4.5,8.70825,1.495,0.446,7.67731425,64.130325,1.7525,1.1525,356.025,1230.70125,2.9465,25.926,0.714,2.34,111.0232,0.63531495
Li3P,6.0,2.25,4.5,12.94825,1.2825,0.650125,6.66546175,61.672375,1.815,1.2475,419.5625,1349.775,2.87875,24.601,0.857,2.41,113.425,0.6358375
Li3Sb,15.0,2.75,4.5,35.65575,1.2475,0.731,6.19588675,60.8875,1.88,1.325,566.182,1676.4,2.73825,24.9525,2.0755,7.175,127.3175,0.696
LiBeAs,13.3333333333,2.66666666667,6.0,30.291,1.57666666667,0.476,8.167673,37.4801133333,1.73333333333,1.16333333333,1034.65,1748.48333333,1.912,21.981,2.70333333333,12.8833333333,158.833333333,1.11966666667
LiBeN,4.66666666667,2.0,6.0,9.98766666667,1.86333333333,0.182666666667,9.74950633333,41.1508133333,1.63333333333,1.0,692.316666667,1477.885,2.149,23.4756666667,1.21133333333,3.77,148.964266667,0.952419933333
LiBeP,7.33333333333,2.33333333333,6.0,15.641,1.58,0.454833333333,8.40036966667,37.8735466667,1.71666666667,1.12666666667,777.033333333,1636.65,2.05866666667,21.709,1.402,3.86333333333,152.166666667,0.953116666667
LiBeSb,19.3333333333,3.0,6.0,45.9176666667,1.53333333333,0.562666666667,7.77426966667,36.8270466667,1.80333333333,1.23,972.526,2072.15,1.87133333333,22.1776666667,3.02666666667,10.2166666667,170.69,1.03333333333
LiBr,19.0,3.0,9.0,43.4205,1.97,1.9915,8.6027595,48.6155,1.835,1.235,359.8,973.55,2.028,50.275,1.8275,4.4,80.9125,0.42411
LiCaAs,18.6666666667,3.33333333333,6.0,40.647,1.38666666667,0.476,7.09782633333,35.3669733333,1.99333333333,1.41333333333,886.316666667,1420.48333333,1.51933333333,25.143,2.604,13.08,111.39,1.11966666667
LiCaF3,10.0,2.4,10.8,20.8042,2.784,2.163,12.7546558,38.484824,1.708,0.968,345.848,725.484,1.3402,28.9402,1.4346,2.464,62.31588,0.5715674
LiCaN,10.0,2.66666666667,6.0,20.3436666667,1.67333333333,0.182666666667,8.67965966667,39.0376733333,1.89333333333,1.25,543.983333333,1149.885,1.75633333333,26.6376666667,1.112,3.96666666667,101.520933333,0.952419933333
LiCaSb,24.6666666667,3.66666666667,6.0,56.2736666667,1.34333333333,0.562666666667,6.704423,34.7139066667,2.06333333333,1.48,824.192666667,1744.15,1.47866666667,25.3396666667,2.92733333333,10.4133333333,123.246666667,1.03333333333
LiCdAs,28.0,3.66666666667,9.33333333333,64.7536666667,1.61666666667,0.476,8.05804633333,37.0458366667,1.95,1.3,712.673,1181.48333333,1.38066666667,25.1733333333,4.97066666667,12.3333333333,93.1233333333,0.772333333333
LiCdP,22.0,3.33333333333,9.33333333333,50.1036666667,1.62,0.454833333333,8.290743,37.43927,1.93333333333,1.26333333333,455.056333333,1069.65,1.52733333333,24.9013333333,3.66933333333,3.31333333333,86.4566666667,0.605783333333
LiCl,10.0,2.5,9.0,21.1955,2.07,2.1175,9.1796745,49.7268,1.785,1.15,312.65,927.13,2.0305,29.4045,1.8745,3.1,78.65,0.4235445
LiF,6.0,2.0,9.0,12.9705,2.48,2.0085,11.4072595,55.3054,1.645,0.95,253.565,850.095,2.203,28.082,1.1155,1.63,75.1849,0.4236395
LiI,28.0,3.5,9.0,66.9205,1.82,1.83855,7.9214895,47.38565,1.9,1.33,420.25,1036.35,1.898,39.645,2.7375,5.38,84.0,0.425745
LiMgAs,16.0,3.0,6.0,35.3903333333,1.49,0.476,7.60885133333,36.42149,1.8,1.3,822.316666667,1289.15,1.64466666667,24.7896666667,2.66666666667,13.1333333333,102.366666667,0.969666666667
LiMgN,7.33333333333,2.33333333333,6.0,15.087,1.77666666667,0.182666666667,9.19068466667,40.09219,1.7,1.13666666667,479.983333333,1018.55166667,1.88166666667,26.2843333333,1.17466666667,4.02,92.4976,0.802419933333
LiMgP,10.0,2.66666666667,6.0,20.7403333333,1.49333333333,0.454833333333,7.841548,36.8149233333,1.78333333333,1.26333333333,564.7,1177.31666667,1.79133333333,24.5176666667,1.36533333333,4.11333333333,95.7,0.803116666667
LiZnAs,22.0,3.33333333333,9.33333333333,49.0836666667,1.60333333333,0.476,8.191506,37.3978633333,1.89333333333,1.23333333333,745.492333333,1228.15,1.433,24.9633333333,4.46733333333,12.6833333333,98.2666666667,0.836333333333
LiZnN,13.3333333333,2.66666666667,9.33333333333,28.7803333333,1.89,0.182666666667,9.77333933333,41.0685633333,1.79333333333,1.07,403.159,957.551666667,1.67,26.458,2.97533333333,3.57,88.3976,0.6690866
LiZnP,16.0,3.0,9.33333333333,34.4336666667,1.60666666667,0.454833333333,8.42420266667,37.7912966667,1.87666666667,1.19666666667,487.875666667,1116.31666667,1.57966666667,24.6913333333,3.166,3.66333333333,91.6,0.669783333333
LiZnSb,28.0,3.66666666667,9.33333333333,64.7103333333,1.56,0.562666666667,7.79810266667,36.7447966667,1.96333333333,1.3,683.368333333,1551.81666667,1.39233333333,25.16,4.79066666667,10.0166666667,110.123333333,0.75
Mg3As2,20.4,3.4,7.2,44.554,1.658,0.324,8.503181,16.456842,1.778,1.32,989.95,1173.55,0.7454,24.7774,3.3336,16.3,89.52,1.1368
Mg3N2,10.0,2.6,7.2,20.19,2.002,-0.028,10.401381,20.861682,1.658,1.124,579.15,848.832,1.0298,26.571,1.5432,5.364,77.67712,0.93610392
Mg3P2,13.2,3.0,7.2,26.974,1.662,0.2986,8.782417,16.928962,1.758,1.276,680.81,1039.35,0.9214,24.451,1.772,5.476,81.52,0.93694
Mg3Sb2,27.6,3.8,7.2,63.306,1.606,0.428,8.031097,15.673162,1.862,1.4,915.4012,1561.95,0.6966,25.0134,3.7216,13.1,103.748,1.0332
MgAl2O4,10.0,2.42857142857,13.1428571429,20.3242857143,2.61285714286,0.960926571429,10.5842815714,27.5966814286,1.64142857143,0.92,429.648,1044.02885714,0.927,27.2544285714,1.83628571429,4.42685714286,103.263371429,0.9001528
MgBr2,27.3333333333,3.66666666667,12.0,61.37,2.41,2.24333333333,10.4246116667,19.4057566667,1.81,1.24666666667,485.016666667,675.683333333,0.657,58.7496666667,2.65933333333,6.76666666667,52.35,0.520813333333
MgCl2,15.3333333333,3.0,12.0,31.7366666667,2.54333333333,2.41133333333,11.1938316667,20.88749,1.74333333333,1.13333333333,422.15,613.79,0.660333333333,30.9223333333,2.722,5.03333333333,49.3333333333,0.520059333333
MgF2,10.0,2.33333333333,12.0,20.77,3.09,2.266,14.163945,28.3256233333,1.55666666667,0.866666666667,343.37,511.076666667,0.890333333333,29.159,1.71,3.07333333333,44.7132,0.520186
